id,articleType,baseColour,season,usage,productDisplayName,image,masterCategory,gender,subCategory
716,Handbags,Maroon,Winter,Casual,Murcia Women Casual Maroon Handbag,http://assets.myntassets.com/v1/images/style/properties/78848270411abac5dcbe033dfd8b6764_images.jpg,Accessories,Women,Bags
717,Handbags,Brown,Summer,Casual,French Connection Brown Colourblocked Tote Bag,http://assets.myntassets.com/v1/images/style/properties/a1017c9b8a4c4d75687448be4d5b184d_images.jpg,Accessories,Women,Bags
718,Handbags,Blue,Winter,Casual,Kiara Women Front Pocket Blue Handbag,http://assets.myntassets.com/v1/images/style/properties/748457b4bdb3491af8bbccf7a993251a_images.jpg,Accessories,Women,Bags
719,Handbags,Grey,Fall,Casual,Baggit Women Grey Sling Bag,http://assets.myntassets.com/v1/images/style/properties/1cf0ba0344b557f3cb7029df4fd7c06d_images.jpg,Accessories,Women,Bags
720,Handbags,Teal,Summer,Casual,Kiara Women Leatherette Teal Handbag,http://assets.myntassets.com/v1/images/style/properties/1463f960b60efde43542df863f1c8e09_images.jpg,Accessories,Women,Bags
721,Handbags,Black,Summer,Casual,French Connection Women Black Kite Handbag,http://assets.myntassets.com/v1/images/style/properties/706bbcdb78b19e9f0972d43dc600e02e_images.jpg,Accessories,Women,Bags
722,Handbags,Brown,Summer,Casual,Murcia Women Brown Handbag,http://assets.myntassets.com/v1/images/style/properties/Murcia-Women-Brown-Handbag_48e3f4ca5f5bc85cd97e5751660dc06a_images.jpg,Accessories,Women,Bags
723,Handbags,Beige,Summer,Casual,Lino Perros Women Beige Handbag,http://assets.myntassets.com/v1/images/style/properties/a0879e1893fafe98267e5b8ca8c530c5_images.jpg,Accessories,Women,Bags
724,Handbags,Green,Summer,Casual,Kiara Women Green Handbag,http://assets.myntassets.com/v1/images/style/properties/Kiara-Women-Green-Handbag_461fefa0b86863d84239367c1da2340b_images.jpg,Accessories,Women,Bags
725,Handbags,Blue,Summer,Casual,Envirosax Women Blue Bag,http://assets.myntassets.com/v1/images/style/properties/cd711f7b540abc81385d289e8be7eb80_images.jpg,Accessories,Women,Bags
726,Handbags,Purple,Winter,Casual,Murcia Purple Handbag,http://assets.myntassets.com/v1/images/style/properties/Murcia-Purple-Handbag_40a2927b76ff436712226116c517c448_images.jpg,Accessories,Women,Bags
727,Handbags,Green,Winter,Casual,Murcia Women Emma Green Handbags,http://assets.myntassets.com/v1/images/style/properties/c2f01d4cbeb82dd9390ce5322ab6c72d_images.jpg,Accessories,Women,Bags
728,Handbags,Blue,Summer,Casual,Baggit Women Blue Handbag,http://assets.myntassets.com/v1/images/style/properties/Baggit-Women-Blue-Handbag_ecf8d49963eb109f1803e2c62eae8843_images.jpg,Accessories,Women,Bags
729,Handbags,Pink,Winter,Casual,Murcia Women Pink Bag,http://assets.myntassets.com/v1/images/style/properties/ae4818f84e0f8aa44986173771dbc005_images.jpg,Accessories,Women,Bags
730,Handbags,Olive,Summer,Casual,Baggit Women Senorita Koku Olive Handbag,http://assets.myntassets.com/v1/images/style/properties/2ce715870062c352a898108f5544ff5b_images.jpg,Accessories,Women,Bags
731,Handbags,Black,Summer,Casual,Mod-acc Women Black Handbag,http://assets.myntassets.com/v1/images/style/properties/Mod-acc-Women-Black-Handbag_eab307009df4c6f14db0f3820ed0c5b6_images.jpg,Accessories,Women,Bags
732,Handbags,White,Winter,Casual,Murcia Women Non Leather Laptop White Bag,http://assets.myntassets.com/v1/images/style/properties/3002397cb01977f538e3c103650e683a_images.jpg,Accessories,Women,Bags
733,Handbags,Brown,Winter,Casual,Murcia Women Khaki Leatherette Hand Bag,http://assets.myntassets.com/v1/images/style/properties/317297fe4ed66fd1cc3dd35b914f5147_images.jpg,Accessories,Women,Bags
734,Handbags,White,Summer,Casual,Baggit Women White Hippo Fakir Handbag,http://assets.myntassets.com/v1/images/style/properties/9ba6c6a2d429f45691ec3d6b8d60a628_images.jpg,Accessories,Women,Bags
735,Handbags,Coffee Brown,Summer,Casual,Kiara Women Coffee Brown Handbag,http://assets.myntassets.com/v1/images/style/properties/KIARA-Women-Coffee-Brown-Handbag_b2215cb1c725f9955c58f7fe161e7e2b_images.jpg,Accessories,Women,Bags
736,Handbags,Green,Summer,Casual,Kiara Women Leatherette Green Handbag,http://assets.myntassets.com/v1/images/style/properties/37988f1916a86e12f736035f3e46adad_images.jpg,Accessories,Women,Bags
737,Handbags,Purple,Summer,Casual,Puma Purple Kenobi II Tote Bag,http://assets.myntassets.com/v1/images/style/properties/6989ad7fc95a2d13ac174143e21d256f_images.jpg,Accessories,Women,Bags
738,Handbags,Silver,Winter,Casual,Murcia Women Big Casual Silver Bag,http://assets.myntassets.com/v1/images/style/properties/cb221c3eb3b1740980f634b17d3bb370_images.jpg,Accessories,Women,Bags
739,Handbags,Teal,Summer,Casual,Baggit Women Sprinkle Jack Teal Handbag,http://assets.myntassets.com/v1/images/style/properties/4e66874c96c5dd707f96d531ea4251e4_images.jpg,Accessories,Women,Bags
740,Handbags,Black,Summer,Casual,United Colors of Benetton Women Black Bag,http://assets.myntassets.com/v1/images/style/properties/ddb0ad4aae05176c74156b8e7ff23050_images.jpg,Accessories,Women,Bags
741,Handbags,Black,Winter,Casual,Murcia Women Rubena Black Handbags,http://assets.myntassets.com/v1/images/style/properties/7c46ea1fd95794b0fb7bfc4037397bda_images.jpg,Accessories,Women,Bags
742,Handbags,Brown,Winter,Casual,Kiara Women Classic Brown Handbag,http://assets.myntassets.com/v1/images/style/properties/332062a86123d5c55f3ce40279cf20bf_images.jpg,Accessories,Women,Bags
743,Handbags,Brown,Winter,Casual,Baggit Women Brown Bag,http://assets.myntassets.com/v1/images/style/properties/3da97d8ffa89abf46d57d74ba68dfac9_images.jpg,Accessories,Women,Bags
744,Handbags,Red,Winter,Casual,Murcia Women Casual Red Handbag,http://assets.myntassets.com/v1/images/style/properties/fcbd241443e781f9d0d780f000d5d906_images.jpg,Accessories,Women,Bags
745,Handbags,Blue,Summer,Casual,Mod'acc Women Blue Handbag,http://assets.myntassets.com/v1/images/style/properties/Modacc-Women-Turquoise-Blue-Handbag_3b22b77632960d8c36ba1ec61373e363_images.jpg,Accessories,Women,Bags
746,Handbags,Maroon,Summer,Casual,United Colors of Benetton Women Solid Maroon Handbags,http://assets.myntassets.com/v1/images/style/properties/9e0346af2ea928e0ebee3ebe0b46412e_images.jpg,Accessories,Women,Bags
747,Handbags,Multi,Winter,Casual,Fossil Women Multi Coloured Handbag,http://assets.myntassets.com/v1/images/style/properties/67b2160d1bd48de2f35fc6032b79443b_images.jpg,Accessories,Women,Bags
748,Handbags,Blue,Summer,Casual,Envirosax Women Blue Bag,http://assets.myntassets.com/v1/images/style/properties/e31c347530d355004a5dc9c44fabc1fb_images.jpg,Accessories,Women,Bags
749,Handbags,Multi,Summer,Casual,Envirosax Women Multi Coloured Bag,http://assets.myntassets.com/v1/images/style/properties/c33fc7271e045ab0a900c86db4a1503d_images.jpg,Accessories,Women,Bags
750,Handbags,Beige,Winter,Casual,Lino Perros Women Solid Camel Handbag,http://assets.myntassets.com/v1/images/style/properties/dcf7fef6012044b519952fd3d7eaef72_images.jpg,Accessories,Women,Bags
751,Handbags,Blue,Summer,Casual,Lino Perros Women Blue Handbag,http://assets.myntassets.com/v1/images/style/properties/73992aa5b5c9bef55d82a01e7a28a83b_images.jpg,Accessories,Women,Bags
752,Handbags,Beige,Summer,Casual,Lino Perros Women Beige Handbag,http://assets.myntassets.com/v1/images/style/properties/5a103f573efb1d95e618fec2962b4bd5_images.jpg,Accessories,Women,Bags
753,Handbags,Blue,Fall,Casual,United Colors of Benetton Blue Solid Sling Bag,http://assets.myntassets.com/v1/images/style/properties/5775411484290f9cfea9eaaff4f19686_images.jpg,Accessories,Women,Bags
754,Handbags,Blue,Summer,Casual,Lino Perros Women Blue Handbag,http://assets.myntassets.com/v1/images/style/properties/Lino-Perros-Women-Blue-Handbag_091b7b50602bf2e3b0eb4663c7748bbb_images.jpg,Accessories,Women,Bags
755,Handbags,Green,Summer,Casual,Murcia Women Green Handbag,http://assets.myntassets.com/v1/images/style/properties/325491217cf6a972559aab32759da83e_images.jpg,Accessories,Women,Bags
756,Handbags,Purple,Winter,Casual,Kiara Women Classic Purple Handbag,http://assets.myntassets.com/v1/images/style/properties/3c6f046f8b6189995754c626ea0be360_images.jpg,Accessories,Women,Bags
757,Handbags,Red,Winter,Casual,Murcia Women Kkhh Red Handbags,http://assets.myntassets.com/v1/images/style/properties/4a9409cff57af3207d0846fb6751dc5b_images.jpg,Accessories,Women,Bags
758,Handbags,Brown,Summer,Casual,French Connection Women Brown Handbag,http://assets.myntassets.com/v1/images/style/properties/13a2021acdeb4f1993cd4d044a463cfc_images.jpg,Accessories,Women,Bags
759,Handbags,Grey,Summer,Casual,Kiara Women Grey Handbag,http://assets.myntassets.com/v1/images/style/properties/Kiara-Women-Grey-Handbag_36629bf44a774b9c054715fb84c480cc_images.jpg,Accessories,Women,Bags
760,Handbags,Turquoise Blue,Summer,Casual,Hidekraft Women Leather Turquoise Blue Handbag,http://assets.myntassets.com/v1/images/style/properties/Hidekraft-Women-Leather-Turquoise-Blue-Handbagd1d0a9dc8e96055c9697b9919d42b930_images.jpg,Accessories,Women,Bags
761,Handbags,Black,Summer,Casual,Murcia Women Black Handbag,http://assets.myntassets.com/v1/images/style/properties/Murcia-Women-Black-Handbag_1f2fa77ead270870696b301801d4b95a_images.jpg,Accessories,Women,Bags
762,Handbags,Black,Winter,Casual,Murcia Women Casual Black Handbag,http://assets.myntassets.com/v1/images/style/properties/6003c7d9839276c2cb99fcc4d9aef1a0_images.jpg,Accessories,Women,Bags
763,Handbags,Green,Winter,Casual,Murcia Women SLB Bag Green Handbags,http://assets.myntassets.com/v1/images/style/properties/f0b1bcdf4b53952f5bcb28e0ca5c246c_images.jpg,Accessories,Women,Bags
764,Handbags,Multi,Summer,Casual,Envirosax Women Multi Coloured Bag,http://assets.myntassets.com/v1/images/style/properties/64fbb8ad19bd01150ada80919ae01c24_images.jpg,Accessories,Women,Bags
765,Handbags,Pink,Winter,Casual,Baggit Women Double Taj Pink Handbag,http://assets.myntassets.com/v1/images/style/properties/4ae434b34dd2e695d125038aa41c2a4c_images.jpg,Accessories,Women,Bags
766,Handbags,Red,Summer,Casual,United Colors of Benetton Women Solid Red Handbags,http://assets.myntassets.com/v1/images/style/properties/7090bca84eadd30181ee554aa4646e0b_images.jpg,Accessories,Women,Bags
767,Handbags,Pink,Winter,Casual,Murcia Women Party Rose Pink Bag,http://assets.myntassets.com/v1/images/style/properties/18c39bd4a242f9222027c37557c86510_images.jpg,Accessories,Women,Bags
768,Handbags,Black,Summer,Casual,Murcia Women Black Handbag,http://assets.myntassets.com/v1/images/style/properties/fe1c0dac47364f4d551355f08ea6a598_images.jpg,Accessories,Women,Bags
769,Handbags,Maroon,Winter,Casual,Kiara Women Small Pocket Maroon Handbag,http://assets.myntassets.com/v1/images/style/properties/1ec6d1772c4d8edeeffea50735e24eda_images.jpg,Accessories,Women,Bags
770,Handbags,Pink,Winter,Casual,Murcia Women Kkhh Pink Handbags,http://assets.myntassets.com/v1/images/style/properties/67f0c773c61d0d3f2bec47ba4eaa2e78_images.jpg,Accessories,Women,Bags
771,Handbags,Olive,Fall,Casual,Baggit Women Olive Green Handbag,http://assets.myntassets.com/v1/images/style/properties/9bb5979ba4c2a390e249f5e6db7fad49_images.jpg,Accessories,Women,Bags
772,Handbags,Blue,Summer,Casual,Lino Perros Women Blue Handbag,http://assets.myntassets.com/v1/images/style/properties/Lino-Perros-Women-Blue-Handbag_0fe766fe2ee3ee50a106b4c2643cbcc4_images.jpg,Accessories,Women,Bags
773,Handbags,Blue,Summer,Casual,Murcia Women Blue Handbag,http://assets.myntassets.com/v1/images/style/properties/Murcia-Women-Blue-Handbag_b56f213e3d967ca07a52fde31aa7ec39_images.jpg,Accessories,Women,Bags
774,Handbags,Black,Winter,Casual,Murcia Women Black Hand Bag,http://assets.myntassets.com/v1/images/style/properties/8220bc9e14ad40c7d7ff6a4209e9e9cc_images.jpg,Accessories,Women,Bags
775,Handbags,Red,Winter,Casual,Murcia Women Emma Red Handbags,http://assets.myntassets.com/v1/images/style/properties/24a6084897ab7045097358f6acdd5959_images.jpg,Accessories,Women,Bags
776,Handbags,Grey,Summer,Casual,Kiara Women Grey Handbag,http://assets.myntassets.com/v1/images/style/properties/KIARA-Women-Grey-Handbag_aa2072da9053d64ae4936c8ffdc83371_images.jpg,Accessories,Women,Bags
777,Handbags,White,Summer,Casual,Be For Bag Women Combo pack Tote Bags,http://assets.myntassets.com/v1/images/style/properties/2057d280eebc409d29e6abcf3e0437b4_images.jpg,Accessories,Women,Bags
778,Handbags,Brown,Summer,Casual,Baggit Women Brown Bag,http://assets.myntassets.com/v1/images/style/properties/f646bc14bad5cba7ee390f11f0e5c458_images.jpg,Accessories,Women,Bags
779,Handbags,Blue,Summer,Casual,Lino Perros Women Blue Sling Bag,http://assets.myntassets.com/v1/images/style/properties/b33cf700c15dc054637ada51c2359a39_images.jpg,Accessories,Women,Bags
780,Handbags,Beige,Summer,Casual,Mod'acc Women Beige Handbag,http://assets.myntassets.com/v1/images/style/properties/Modacc-Women-Beige-Handbag_7e55dd0eab74eb3537231e9efb58c910_images.jpg,Accessories,Women,Bags
781,Handbags,Beige,Fall,Casual,Baggit Women Beige Handbag,http://assets.myntassets.com/v1/images/style/properties/ae742ceed82c614670d891278846655b_images.jpg,Accessories,Women,Bags
782,Handbags,Black,Winter,Casual,Lino Perros Women Leatherette Black Handbag,http://assets.myntassets.com/v1/images/style/properties/b2f6a7becad1f7fe374486372ede8e4e_images.jpg,Accessories,Women,Bags
783,Handbags,Beige,Winter,Casual,Baggit Women Debbie Sufiya Beige Handbag,http://assets.myntassets.com/v1/images/style/properties/3e44ba92e00bef5c3738ed089a807fbb_images.jpg,Accessories,Women,Bags
784,Handbags,Brown,Winter,Casual,Murcia Brown Self Design Shoulder Bag,http://assets.myntassets.com/v1/images/style/properties/647500b7c5289d2a0c726fc8bd0d237a_images.jpg,Accessories,Women,Bags
785,Handbags,Beige,Winter,Casual,Murcia Women Casual Beige Handbag,http://assets.myntassets.com/v1/images/style/properties/dee71662ffff428837f747390c59f36e_images.jpg,Accessories,Women,Bags
786,Handbags,Green,Summer,Casual,Peperone Women Green Sling Bag,http://assets.myntassets.com/v1/images/style/properties/50dcf4437fca6e7ab2f531c5facff3f4_images.jpg,Accessories,Women,Bags
787,Handbags,Black,Summer,Casual,Kiara Women Black Handbag,http://assets.myntassets.com/v1/images/style/properties/KIARA-Women-Black-Handbag_9097f318c7c600d2a9adc1e30c61ecb3_images.jpg,Accessories,Women,Bags
788,Handbags,Blue,Summer,Casual,Kiara Women Blue Handbag,http://assets.myntassets.com/v1/images/style/properties/923120975e0d1b9be030c061d20ac54f_images.jpg,Accessories,Women,Bags
789,Handbags,Pink,Winter,Casual,Murcia Women Casual Pink Handbag,http://assets.myntassets.com/v1/images/style/properties/43802f95059bf02566a7a353c87c3182_images.jpg,Accessories,Women,Bags
790,Handbags,Brown,Winter,Casual,Murcia Brown Solid Shoulder Bag,http://assets.myntassets.com/v1/images/style/properties/39e4aa4bcbfed4dbea26fe951488db2d_images.jpg,Accessories,Women,Bags
791,Handbags,Black,Winter,Casual,Lino Perros Women Leatherette Black Handbag,http://assets.myntassets.com/v1/images/style/properties/5f43fb30062ef30bce8908787755a8f2_images.jpg,Accessories,Women,Bags
792,Handbags,Taupe,Summer,Casual,Baggit Women Taupe Bag,http://assets.myntassets.com/v1/images/style/properties/4da62e85d888bd1fb6edc2188a969ac4_images.jpg,Accessories,Women,Bags
793,Handbags,Green,Summer,Casual,Baggit Women Billuz Roy Green Handbag,http://assets.myntassets.com/v1/images/style/properties/43a6a9c2bb1ef378cd12817e0a548011_images.jpg,Accessories,Women,Bags
794,Handbags,Grey,Fall,Casual,United Colors of Benetton Women Solid Grey Handbags,http://assets.myntassets.com/v1/images/style/properties/9aa8421598264cb186663ff16dea71b1_images.jpg,Accessories,Women,Bags
795,Handbags,Grey,Summer,Casual,Mod'acc Women Grey Handbag,http://assets.myntassets.com/v1/images/style/properties/Modacc-Women-Off-white-Handbag_4bce0c30a3be78091c6e97a7e2142433_images.jpg,Accessories,Women,Bags
796,Handbags,White,Summer,Casual,Yelloe White Chain Detail Handbag,http://assets.myntassets.com/v1/images/style/properties/Yelloe-White-Chain-Detail-Handbag_1f86375417580299005c07be4409609d_images.jpg,Accessories,Women,Bags
797,Handbags,Brown,Summer,Casual,Baggit Women Brown Handbag,http://assets.myntassets.com/v1/images/style/properties/8169cb53d7dd90d252c64c8a88c020cc_images.jpg,Accessories,Women,Bags
798,Handbags,Blue,Summer,Casual,Lino Perros Women Blue Sling Bag,http://assets.myntassets.com/v1/images/style/properties/625ca89aa7a1968a9c37384f60ac8891_images.jpg,Accessories,Women,Bags
799,Handbags,Orange,Summer,Casual,Be For Bag Women Combo pack Tote Bags,http://assets.myntassets.com/v1/images/style/properties/f3c901ec5268212e9760d63e2c7526a5_images.jpg,Accessories,Women,Bags
800,Handbags,Grey,Winter,Casual,Lino Perros Women Printed Grey Black Handbag,http://assets.myntassets.com/v1/images/style/properties/Lino-Perros-Women-Printed-Grey-Black-Handbag54ed152898a0dc3e59b8bdc75a91bb1d_images.jpg,Accessories,Women,Bags
801,Handbags,Black,Winter,Casual,Murcia Women Black Casual Handbag,http://assets.myntassets.com/v1/images/style/properties/4ce849ed67e45fbb9b42ff2559bc68be_images.jpg,Accessories,Women,Bags
802,Handbags,Black,Winter,Casual,Lino Perros Women Leatherette Black Handbag,http://assets.myntassets.com/v1/images/style/properties/4c2aa0c1b1566d6c4e54a27ba932dcde_images.jpg,Accessories,Women,Bags
803,Handbags,Pink,Summer,Casual,Kiara Women Pink Handbag,http://assets.myntassets.com/v1/images/style/properties/77b657126a0f4c6f19b9902e887cf1cc_images.jpg,Accessories,Women,Bags
804,Handbags,Black,Summer,Casual,Puma Women Heritage Black Handbag,http://assets.myntassets.com/v1/images/style/properties/598941d9ee2f7d0dde7890ed34406863_images.jpg,Accessories,Women,Bags
805,Handbags,Multi,Summer,Casual,French Connection Women Multi Colour Shopper Bag,http://assets.myntassets.com/v1/images/style/properties/86ab291a040d56cd3801caf6201e4c7b_images.jpg,Accessories,Women,Bags
806,Handbags,Green,Fall,Casual,Peperone Women Green Handbag,http://assets.myntassets.com/v1/images/style/properties/Peperone-Women-Handbags_6eaf937ef4cb0d6e3cb2ccba044c141c_images.jpg,Accessories,Women,Bags
807,Handbags,Black,Winter,Casual,Fossil Women Black Handbag,http://assets.myntassets.com/v1/images/style/properties/0a047dbeca2d566139ef1dff9cb46c62_images.jpg,Accessories,Women,Bags
808,Handbags,Brown,Winter,Casual,Murcia Women Casual Brown Handbag,http://assets.myntassets.com/v1/images/style/properties/83dd54c257429d5ae6ee4622537b1353_images.jpg,Accessories,Women,Bags
809,Handbags,Red,Summer,Casual,Rocky S Women Red Handbag,http://assets.myntassets.com/v1/images/style/properties/Rocky-S-Women-Red-Handbag_a15cd31b6ce7a203e5a957860a997014_images.jpg,Accessories,Women,Bags
810,Handbags,Red,Winter,Casual,Murcia Women Casual Red Handbag,http://assets.myntassets.com/v1/images/style/properties/708a50e015f7e0b9780befb2a351920c_images.jpg,Accessories,Women,Bags
811,Handbags,Brown,Summer,Casual,Yelloe Brown New level of utility Handbag,http://assets.myntassets.com/v1/images/style/properties/Yelloe-Brown-New-level-of-utility-Handbage35a060517f99ddfc9a6cd85f40eb649_images.jpg,Accessories,Women,Bags
812,Handbags,Red,Winter,Casual,Baggit Women Hoor Red Handbag,http://assets.myntassets.com/v1/images/style/properties/4c6c432aca25edf806587cd94ace2882_images.jpg,Accessories,Women,Bags
813,Handbags,Black,Winter,Casual,Lino Perros Women Leatherette Black Handbag,http://assets.myntassets.com/v1/images/style/properties/17b4dbf803a79bbe7f0f159791e48101_images.jpg,Accessories,Women,Bags
814,Handbags,Yellow,Summer,Casual,Peperone Women Yellow Sling Bag,http://assets.myntassets.com/v1/images/style/properties/837936ee81cc384a71dd25a22109da2f_images.jpg,Accessories,Women,Bags
815,Handbags,Beige,Winter,Casual,Lino Perros Women Leatherette Beige Handbag,http://assets.myntassets.com/v1/images/style/properties/8ff832f7892b42dade0f3901ef0c36e9_images.jpg,Accessories,Women,Bags
816,Handbags,Tan,Summer,Casual,Baggit Women Brown Handbag,http://assets.myntassets.com/v1/images/style/properties/f587ae37c8d316f8d7eedc28ee0c4098_images.jpg,Accessories,Women,Bags
817,Handbags,Black,Summer,Casual,French Connection Women Black Sling Bag,http://assets.myntassets.com/v1/images/style/properties/da8b2b707292b789deb8f063c6dcbb18_images.jpg,Accessories,Women,Bags
818,Handbags,Brown,Winter,Casual,Murcia Women Casual Brown Handbag,http://assets.myntassets.com/v1/images/style/properties/bdf4068214b5d21a251bfe261285e8d0_images.jpg,Accessories,Women,Bags
819,Handbags,Brown,Summer,Casual,Lino Perros Women Leatherite Brown Handbag,http://assets.myntassets.com/v1/images/style/properties/1d33d06f462d04fae9b160c03bb55cca_images.jpg,Accessories,Women,Bags
820,Handbags,Beige,Winter,Casual,Lino Perros Women Classic Beige Handbag,http://assets.myntassets.com/v1/images/style/properties/Lino-Perros-Women-Classic-Beige-Handbag4607e0185045f5f9352d1e4319966890_images.jpg,Accessories,Women,Bags
821,Handbags,White,Summer,Casual,Spice Art Women White Handbag,http://assets.myntassets.com/v1/images/style/properties/Spice-Art-Women-White-Handbag_258d468ca7409d013ed9c7318f5ac40e_images.jpg,Accessories,Women,Bags
822,Handbags,Grey,Winter,Casual,Kiara Women Sporty Look Grey Handbag,http://assets.myntassets.com/v1/images/style/properties/404081ee2fff1526a3744bf97621a2a2_images.jpg,Accessories,Women,Bags
823,Handbags,Black,Winter,Casual,Lino Perros Women Leatherette Black Handbag,http://assets.myntassets.com/v1/images/style/properties/Lino-Perros-Women-Leatherette-Black-Handbag3b08b11eafe5ba177a7ca19bd0c276aa_images.jpg,Accessories,Women,Bags
824,Handbags,Silver,Summer,Casual,Yelloe Silver Metallic Finish Handbag,http://assets.myntassets.com/v1/images/style/properties/Yelloe-Silver-Metallic-Finish-Handbag_4a2e7325e9089d99d984a480d449d0f7_images.jpg,Accessories,Women,Bags
825,Handbags,Beige,Summer,Casual,Kiara Women Brown Handbag,http://assets.myntassets.com/v1/images/style/properties/KIARA-Women-Brown-Handbag_40049b44d88a779dd4a742ddb2c015a3_images.jpg,Accessories,Women,Bags
826,Handbags,Maroon,Winter,Casual,Murcia Women Casual Maroon Handbag,http://assets.myntassets.com/v1/images/style/properties/d5094ad8ad72c77a56fe77485ff2a288_images.jpg,Accessories,Women,Bags
827,Handbags,Black,Summer,Casual,United Colors of Benetton Women Solid Black Handbags,http://assets.myntassets.com/v1/images/style/properties/df16f9c4d286c2a5ae7b66d5db2b45c5_images.jpg,Accessories,Women,Bags
828,Handbags,Pink,Summer,Casual,Be For Bag Women Multi Coloured Bag,http://assets.myntassets.com/v1/images/style/properties/Be-For-Bag-Women-Multi-Coloured-Bag_ed8229c852923ede3cc38d53c749ac8d_images.jpg,Accessories,Women,Bags
829,Handbags,Pink,Winter,Casual,Baggit Women Penguin Baby Pink Handbag,http://assets.myntassets.com/v1/images/style/properties/21081422aae2046485f1082208492467_images.jpg,Accessories,Women,Bags
830,Handbags,Black,Winter,Casual,Lino Perros Women Leatherette Black Handbag,http://assets.myntassets.com/v1/images/style/properties/Lino-Perros-Women-Leatherette-Black-Handbag6c323c9cd9575cf48af213131345ec5b_images.jpg,Accessories,Women,Bags
831,Handbags,White,Winter,Casual,Spice Art Women Flap Handle White Handbags,http://assets.myntassets.com/v1/images/style/properties/df2e29161144496ab8fb1c914716baed_images.jpg,Accessories,Women,Bags
832,Handbags,Black,Summer,Casual,Mod'acc Women Black Handbag,http://assets.myntassets.com/v1/images/style/properties/Modacc-Women-Black-Handbag_180f1e521206bc14f5015e016a29d4c8_images.jpg,Accessories,Women,Bags
833,Handbags,Brown,Summer,Casual,Baggit Women Bazaar Doko Brown Handbag,http://assets.myntassets.com/v1/images/style/properties/5b65ff5b49ee50a7a61b12c85e766aff_images.jpg,Accessories,Women,Bags
834,Handbags,Black,Winter,Casual,Baggit Women Black Gang Handbag,http://assets.myntassets.com/v1/images/style/properties/7d164cbf4f9b36dd2bbf3a452c8b3ba1_images.jpg,Accessories,Women,Bags
835,Handbags,Mauve,Summer,Casual,Baggit Women Mauve Handbag,http://assets.myntassets.com/v1/images/style/properties/Baggit-Women-Brown-Handbag_a049f1a1da2bd96e8be7d28f90ed0b4a_images.jpg,Accessories,Women,Bags
836,Handbags,Brown,Winter,Casual,Murcia Women Brown Handbag,http://assets.myntassets.com/v1/images/style/properties/7d4531b9fec2a2b1ffc805d52209b092_images.jpg,Accessories,Women,Bags
837,Handbags,Purple,Fall,Casual,Nike Women Casual Purple Bag,http://assets.myntassets.com/v1/images/style/properties/9f3cad4aba9bceb6714e380c8cf80f31_images.jpg,Accessories,Women,Bags
838,Handbags,Maroon,Summer,Casual,Murcia Women Basket Thatch Maroon Handbag,http://assets.myntassets.com/v1/images/style/properties/0e21c293fc7ffc5260a2cd24b2a990cc_images.jpg,Accessories,Women,Bags
839,Handbags,Red,Winter,Casual,Murcia Women Claudia Red Handbags,http://assets.myntassets.com/v1/images/style/properties/7f463cc5bf0606949acd41f4a2c85f08_images.jpg,Accessories,Women,Bags
840,Handbags,Multi,Summer,Casual,Envirosax Women Multi Coloured Bag,http://assets.myntassets.com/v1/images/style/properties/882a3976b91e9bd41873f6f01b0166e5_images.jpg,Accessories,Women,Bags
841,Handbags,Olive,Summer,Casual,Paridhan Women Green Handbag,http://assets.myntassets.com/v1/images/style/properties/663afd0929b41af2ce4ff272658cf1a8_images.jpg,Accessories,Women,Bags
842,Handbags,Off White,Winter,Casual,Lino Perros Women Off White Casual Handbag,http://assets.myntassets.com/v1/images/style/properties/7464a85ebff7d05564e6055d127154b0_images.jpg,Accessories,Women,Bags
843,Handbags,Brown,Summer,Casual,Lino Perros Women Brown Handbag,http://assets.myntassets.com/v1/images/style/properties/9eb7d21df2c33258ebdf6b1d3ef87bcc_images.jpg,Accessories,Women,Bags
844,Handbags,Brown,Summer,Casual,Lino Perros Women Brown Handbag,http://assets.myntassets.com/v1/images/style/properties/eb8eb395e48f0872e7a68df76b76c1b2_images.jpg,Accessories,Women,Bags
845,Handbags,Black,Summer,Casual,Allen Solly Woman Black Handbag,http://assets.myntassets.com/v1/images/style/properties/Allen-Solly-Woman-Black-Handbag_57783127e083d59aaf6e3f9a189950de_images.jpg,Accessories,Women,Bags
846,Handbags,Peach,Summer,Casual,Kiara Women Leatherette Peach Handbag,http://assets.myntassets.com/v1/images/style/properties/98cd05b6a5394655ba13e49d41bd1cd3_images.jpg,Accessories,Women,Bags
847,Handbags,Blue,Winter,Casual,Kiara Women Blue Handbag,http://assets.myntassets.com/v1/images/style/properties/69d620f74762bd906d9a9f62a2d83f28_images.jpg,Accessories,Women,Bags
848,Handbags,Green,Summer,Casual,Baggit Women Check Green Handbag,http://assets.myntassets.com/v1/images/style/properties/b66494b6803492b416bd829046c8506c_images.jpg,Accessories,Women,Bags
849,Handbags,Brown,Summer,Casual,Lino Perros Women Brown Handbag,http://assets.myntassets.com/v1/images/style/properties/f802306f49854c19fb3981797e233017_images.jpg,Accessories,Women,Bags
850,Handbags,Black,Summer,Casual,Murcia Women Black Handbag,http://assets.myntassets.com/v1/images/style/properties/89e20a9dc172b923abd2090e5452dc20_images.jpg,Accessories,Women,Bags
851,Handbags,Black,Summer,Casual,Kiara Women Black Handbag,http://assets.myntassets.com/v1/images/style/properties/Kiara-Women-Black-Handbag_0afa9f728980eb48c8def34abd9d75d7_images.jpg,Accessories,Women,Bags
